text	predictions_lgr	ytest	predictions_author	true_author
"""We are estimating there could be a million or 1.2 million at most, taking into account the population increase during the 17 years of construction,"" Wang said"	34	43	\MureDickie	\ScottHillis
Health authorities would open between 300 and 400 HIV monitoring centres by 2000 and set up a national laboratory to lead the country's battle against the disease	34	43	\MureDickie	\ScottHillis
A panel of the Preparatory Committee earlier this month listed 25 laws and articles, some the product of recent reforms and others the trappings of the colonial era, for repeal or amendment when Beijing resumes control of the territory	0	43	\AaronPressman	\ScottHillis
The company's net profit in the first six months of this year rose a year-on-year 7.0 percent to HK$55.8 million and turnover shot up 27 percent to HK$590 million	11	43	\GrahamEarnshaw	\ScottHillis
The reports were also timed to show concern ahead of the Lunar New Year, China's most important holiday, analysts said	11	43	\GrahamEarnshaw	\ScottHillis
"""This is a road that, once started on, there really is no turning back."""	7	43	\DavidLawder	\ScottHillis
Official figures showed North Korea would need 5.5 million tonnes of grain next year, but this year's harvest had yielded just 3.5 million tonnes, Gronning said	28	43	\LynnleyBrowning	\ScottHillis
"""After this survey the country will have an overall understanding of how many households are engaged in farming, how many are in township enterprises and how many have gone into business for themselves,"" Xie said"	18	43	\JohnMastrini	\ScottHillis
Wang, the 59-year-old chairman of what has perhaps become one of China's most successful computer companies, predicted the firm would continue its strong performance as the domestic market expands and it finds new opportunities abroad	9	43	\EricAuchard	\ScottHillis
Taiwan's Defence Minister Chiang Chung-ling said on Wednesday he was not worried that the thaw in U.S.-China military ties would harm the island's ability to procure advanced weapons from the United States	3	43	\BenjaminKangLim	\ScottHillis
Fu and Chen Ping's sentences come amid a widening crackdown on dissent by Beijing. Most dissidents are already serving lengthy sentences in prisons or labour camps or have been forced into exile	3	43	\BenjaminKangLim	\ScottHillis
Communist Party chief Jiang Zemin last month sternly told the Chinese media to toe the party line and propaganda boss Ding Guangen last week called on the media to report more positive news	3	43	\BenjaminKangLim	\ScottHillis
Beijing vehemently denies accusations by western rights groups of widespread human rights abuses and religious persecution, pointing to rising living and health standards in the remote mountainous region	3	43	\BenjaminKangLim	\ScottHillis
Wang Juntao, who now lives in the United States, has prepared written testimony rejecting charges that Wang Dan conspired with him to subvert the government, according to a U.S.-based human rights group	3	43	\BenjaminKangLim	\ScottHillis
"""I'm hoping the trial outcome will go according to the facts and the law, and that Wang Dan will be found not guilty,"" she said. ""We'll have to see at the end.""She said she was doubtful court officials would let her talk to her son before the trial"	3	43	\BenjaminKangLim	\ScottHillis
China has in recent months cracked down on its tiny band of remaining dissidents who have not yet fled into exile or been imprisoned	3	43	\BenjaminKangLim	\ScottHillis
But Wang insists similarities to the American software guru are limited	3	43	\BenjaminKangLim	\ScottHillis
The commentary was issued to mark the second anniversary of a conciliatory speech by Jiang, who urged an end to hostilities between the bitter political rivals and the opening of direct trade links	3	43	\BenjaminKangLim	\ScottHillis
The court has not given further details of the trial but one official has said that Wang could appeal to the Higher People's Court if convicted	3	43	\BenjaminKangLim	\ScottHillis
Fu previously served two years in a labour camp for his role in the student-led demonstrations in Beijing's Tiananmen Square that were crushed by the military with heavy loss of life on June 4, 1989	3	43	\BenjaminKangLim	\ScottHillis
The mother quoted Wang as saying prison authorities had called in outside medical specialists to examine him	3	43	\BenjaminKangLim	\ScottHillis
If ethical campaigns and cash rewards failed to convince the stubborn to pack up, authorities could still resort to the force of law, Wang said	3	43	\BenjaminKangLim	\ScottHillis
China says it reduced the number of people living in poverty by five million in 1995 but about 65 million people are still struggling to get by with incomes under the official poverty line of 530 yuan ($64) a year	3	43	\BenjaminKangLim	\ScottHillis
China said on Tuesday it had drawn a pledge from Guatemala not to support Taiwan's bid to enter the United Nations, winning a round in its campaign to isolate the island on the world stage	3	43	\BenjaminKangLim	\ScottHillis
"""The sale of weapons to Taiwan will whip up whatever dreams of independence some people are harbouring on the island,"" it said, adding that Beijing would seek reunification at any cost"	3	43	\BenjaminKangLim	\ScottHillis
He had been active since his parole in 1993, defying police harassment to join in a daring appeal to communist leaders for the release of all those still in prison for their part in the 1989 protests	3	43	\BenjaminKangLim	\ScottHillis
China had vetoed a similar resolution on January 10 because of Guatemala's ties to Taiwan, which Beijing views as a rebel province not entitled to diplomatic relations	3	43	\BenjaminKangLim	\ScottHillis
Exports were spurred by the government's faster payment of export tax rebates and an expansion of credit to exporters as well as by soaring trade by foreign-invested enterprises	3	43	\BenjaminKangLim	\ScottHillis
Wang, who is serving an 11-year sentence for plotting to overthrow the government, was suffering from throat inflammation, back ailments and a prostate problem, his mother said after visiting the Jinzhou prison in Liaoning province	3	43	\BenjaminKangLim	\ScottHillis
The two urged the impeachment of Communist Party chief Jiang Zemin for violating the constitution by saying the army should answer only to the party rather than to the state	3	43	\BenjaminKangLim	\ScottHillis
Three pro-democracy activists are currently standing trial on charges of counter-revolutionary propaganda and incitement in Hefei, capital of the central province of Anhui	3	43	\BenjaminKangLim	\ScottHillis
The London-based watchdog group Tibet Information Network reported earlier this week that a jailed Tibetan nun had had her sentence doubled to 18 years for defying Beijing's choice of the reincarnation of the region's second holiest monk	3	43	\BenjaminKangLim	\ScottHillis
Fu also joined in an appeal with Wang and Chen Longde to China's parliament before the 1996 anniversary of the bloody June 4 crackdown, demanding the release of those jailed for their involvement in the movement	3	43	\BenjaminKangLim	\ScottHillis
The slow pace of government payment of export tax rebates to exporters in the first half of 1996 coupled with the relative strength of the yuan currency had been expected to sharply cut exports	3	43	\BenjaminKangLim	\ScottHillis
A prominent exiled Chinese human rights activist has said his contacts with detained dissident Wang Dan do not justify the capital charge against the former student leader, who is expected to go on trial soon	3	43	\BenjaminKangLim	\ScottHillis
Washington recognises communist Beijing as the sole legal representative of all China but maintains the right to arm and even defend the island that Beijing regards as a renegade province	3	43	\BenjaminKangLim	\ScottHillis
China regards Taiwan as a rebel province and has sought to push the island into diplomatic isolation	3	43	\BenjaminKangLim	\ScottHillis
Jiang, who doubles as the Communist Party chief, told Taiwan's leadership to work to repair strained ties and said reunification was the common wish of all Chinese people	3	43	\BenjaminKangLim	\ScottHillis
"""It's an ideal opportunity for them to get together in circumstances where they've got a fairly good chance of...keeping news of it hush-hush,"" he said"	31	43	\MartinWolk	\ScottHillis
A report by the U.S. Drug Enforcement Administration last month said Colombia had edged out southeast Asia's Golden Triangle region as the top supplier of high-grade heroin to the United States	20	43	\KarlPenhaul	\ScottHillis
Zhou dismissed international concerns over Hong Kong's post-handover liberties, saying he was optimistic about the colony's future	42	43	\SarahDavison	\ScottHillis
"""The law gives us this right, and if we have this right, we want to use it,"" she said of the petitions"	27	43	\LynneO'Donnell	\ScottHillis
"""We don't know how people in the agricultural sector are making money,"" said interviewer Xie Fang"	27	43	\LynneO'Donnell	\ScottHillis
"""We are confident we have the capability to finish the construction,"" He said"	4	43	\BernardHickey	\ScottHillis
"""If you don't want to lend to me, I can overcome that,"" Gan said"	4	43	\BernardHickey	\ScottHillis
Beijing and Washington have also wrangled over alleged sales of nuclear technology by China, human rights abuses in China and trade issues	49	43	\WilliamKazer	\ScottHillis
The forthcoming trips by Jiang and Li to Moscow were announced during a three-day visit to China by Russian Foreign Minister Yevgeny Primakov	49	43	\WilliamKazer	\ScottHillis
Chinese Premier Li Peng is scheduled to visit Moscow next month, state television said	49	43	\WilliamKazer	\ScottHillis
Clinton met his Chinese counterpart Jiang Zemin at the Asia-Pacific Economic Cooperation summit in the Philippines last December, when the two leaders agreed to an exchange of state visits in 1997	49	43	\WilliamKazer	\ScottHillis
"""It shows that the party leadership has not forgotten the poor,"" said the diplomat, who asked not to be identified"	49	43	\WilliamKazer	\ScottHillis
The series has not mentioned Deng's second wife who left him for another Communist official in 1932 when he fell from political grace for the first of three times in his long career	49	43	\WilliamKazer	\ScottHillis
"""This is an important bilateral meeting,"" Cui said of Christopher's trip, scheduled for November 19-21"	49	43	\WilliamKazer	\ScottHillis
Washington announced penalties against imports of Chinese textiles in September, accusing China of using shipments through third countries to avoid quotas agreed upon in a bilateral textile accord	49	43	\WilliamKazer	\ScottHillis
Other party and army leaders used the occasion to voice their support for Jiang, who already holds the three most powerful jobs in China -- state president, Communist Party chief and head of the powerful Central Military Commission -- but has yet to accumulate full power as Deng's anointed successor	49	43	\WilliamKazer	\ScottHillis
China's listed companies must work to increase transparency and improve asset valuation if the country's fledgling markets are to gain global prominence, a top U.S. securities official said in Beijing on Tuesday	49	43	\WilliamKazer	\ScottHillis
The China New Basketball Alliance was set up earlier this year by the country's State Sports Commission along with Spectrum, a Hong Kong-based sports promotion company. The new league aims to offer an alternative to the existing China Basketball Association, which is made up entirely of Chinese players	49	43	\WilliamKazer	\ScottHillis
"This was ""something that we do not want to see"", the agency quoted Wang Hui, an official of the Ministry of Foreign Trade and Economic Cooperation, as saying"	49	43	\WilliamKazer	\ScottHillis
Analysts have said the documentary would help define Deng's legacy to the current party leadership and set the tone for a crucial Communist Party congress due later this year	49	43	\WilliamKazer	\ScottHillis
"""The leaders and cadres of some localities and departments still do not have sufficient understanding of the seriousness and importance of the anti-corruption struggle,"" he said"	49	43	\WilliamKazer	\ScottHillis
"One pensioner told the meeting the group's share price had roughly halved since hitting a high of A$5.87 in March 1994, describing it as ""not exactly a blue chip performance"""	38	30	\PierreTran	\MarkBendeich
"""The arbitration panel did not set what the likely level of damages will be, so it's just impossible to tell what they may be,"" he said. A new licensing deal is being negotiated"	2	30	\AlexanderSmith	\MarkBendeich
Only Pacific Dunlop's rubber-glove maker, Ansell International, is confidently expected to report an improved performance, but the local dollar could steal some of its glory	2	30	\AlexanderSmith	\MarkBendeich
SMALL FISH, BIG PONDAustralian banks, minnows compared with the regional might of banks like Hongkong and Shanghai Banking Corp Ltd, are likely to use geography and trade links to make their mark in Asia	10	30	\FumikoFujisaki	\MarkBendeich
If the station cannot be sold, the government has been urged to shut it down. But Communications Minister Richard Alston has said he personally believes this is unlikely	12	30	\HeatherScoffield	\MarkBendeich
Coles announced a 5.4 percent rise in sales revenue to A$9.9 billion (US$7.5 billion) for the six months to January 26, sounding a rare note of optimism in an industry that has been hit hard by a downturn in consumer spending	25	30	\KouroshKarimkhany	\MarkBendeich
"""Our earnings are in line with our plan,"" he said"	35	30	\NickLouth	\MarkBendeich
The Reserve Bank eased rates again last month, but it was too late to rescue a second dismal Christmas for retailers	1	30	\AlanCrosby	\MarkBendeich
The financial fallout is uncertain, but Kunkel said on Monday it was unlikely to be severe	17	30	\JoeOrtiz	\MarkBendeich
"""The decision we have to make is how long we continue to support that, and I think right now our people and Channel Nine people would be talking about those issues,"" Optus Communications chairman Russell Fynmore told Reuters"	21	30	\KeithWeir	\MarkBendeich
"""We will wait till they finalise their merger over there and talks will begin progressively,"" said Sam Kavourakis, National Mutual Funds Management managing director"	21	30	\KeithWeir	\MarkBendeich
The company has already warned of a dismal second six months of 1996	9	30	\EricAuchard	\MarkBendeich
Brian Quinn, 60, who rose from a junior store assistant to run the country's biggest retailer, went on trial on Monday in the Victoria Supreme Court on a charge of conspiracy to defraud	3	30	\BenjaminKangLim	\MarkBendeich
Brian Quinn, 60, who rose from a junior store assistant to run the country's biggest retailer, went on trial on Monday in the Victoria Supreme Court on a charge of conspiracy to defraud	3	30	\BenjaminKangLim	\MarkBendeich
"""Australians will all suffer if the ABC deserts international broadcasting,"" former ABC chairman Mark Armstrong wrote in a newspaper column this week"	3	30	\BenjaminKangLim	\MarkBendeich
"""The recommendation that was made was one of the most stupid I have ever come across in my life,"" Mark Dodgson, an expert on Australian business ties with the region, said on Friday"	44	30	\SimonCowell	\MarkBendeich
"""And I think are also going to be looking more and more for other big players to be part of a project with them.""  -- Sydney newsroom 61-2 9373-1800"	23	30	\KevinMorrison	\MarkBendeich
Australia Television, which is received in 33 countries across the region, has an option for another five-year lease	23	30	\KevinMorrison	\MarkBendeich
CENTRAL BANK UNHAPPYOnly six months ago, the Reserve Bank of Australia (RBA) expressed disappointment that local banks were not seizing more opportunities to expand into Asia. At that time, the Australia and New Zealand Banking Group Ltd (ANZ) was the only exception	23	30	\KevinMorrison	\MarkBendeich
-- Sydney Newsroom 612-9373-1800	23	30	\KevinMorrison	\MarkBendeich
The London Metal Exchange (LME) aluminium price averaged 70 U.S. cents a pound in 1996, compared with an average of 83 cents in 1995, the company said. The Australian dollar averaged 78 U.S. cents in 1996, four cents stronger than in 1995, it added	23	30	\KevinMorrison	\MarkBendeich
"""As soon as there is some sort of pick-up in economic growth, you will see it start to improve,"" the Melbourne-based analyst told Reuters on Thursday"	23	30	\KevinMorrison	\MarkBendeich
The London Metal Exchange (LME) aluminium price averaged 70 U.S. cents a pound in 1996, compared with an average of 83 cents in 1995, the company said. The Australian dollar averaged 78 U.S. cents in 1996, four cents stronger than in 1995, it added	23	30	\KevinMorrison	\MarkBendeich
The ARL suffered a major reversal of fortunes last Friday before the full bench of the Federal Court, which unanimously upheld News' appeal against previous rulings banning Superleague till the turn of the century	31	30	\MartinWolk	\MarkBendeich
"""Our public face has suffered terribly and a cut or a change of this sort will be misunderstood in that context,"" Cook said"	42	30	\SarahDavison	\MarkBendeich
But since late last year, talk of Asia is again on bankers' lips as interest margins contract in a tight local market where banks and non-bank institutions encroach on each other's turf. ALL EYES ON ASIAWestpac bounced back into Asia last November, announcing an alliance with British-based Standard Chartered Bank Plc to provide select Asian banking services to Westpac clients	42	30	\SarahDavison	\MarkBendeich
"He declined to comment on his talks with St George but said: ""There will be an exchange of information between ourselves and the bank."" McLean declined to elaborate"	42	30	\SarahDavison	\MarkBendeich
"The company also shed 500 jobs in 1995/96, or six percent of its workforce, including about 100 jobs lost due to the closure of vinyl production in Sydney, Haynes said.  ""Whilst we have got ourselves in good shape in terms of costs and capacity, I can't predict what the outcome will be (for 1996/97),"" he said, adding that world prices and domestic demand would determine the direction of profits"	47	30	\TimFarrand	\MarkBendeich
"""But I can assure you it's our belief that it won't be less than a 10 percent decrease on last year and it's certainly our hope that it will be an increase on last yeaer's profit result"	4	30	\BernardHickey	\MarkBendeich
"""Should that not fully utilize the available financial resources, then we would look at additional options,"" he said"	4	30	\BernardHickey	\MarkBendeich
"""CUB had a four percent increase in the volume of beer sold, a remarkable result in a beer market which rose only 0.6 percent,"" he said in a statement"	4	30	\BernardHickey	\MarkBendeich
"""Given the high policy-holder take-up (of shares), it then gives us more confidence ... that at the price of A$1.50, we were pitching at the right level,"" said John Magowan, head of stockbroking at joint lead manager McIntosh Corp Ltd"	4	30	\BernardHickey	\MarkBendeich
"""We are seeing an improvement in our operations quarter on quarter on quarter and the trend to improvement is accelerating,"" he said in a taped interview released to the media after the result"	4	30	\BernardHickey	\MarkBendeich
The lack of any hard information on the policy-holders' response has led to some widely varying views on price	49	30	\WilliamKazer	\MarkBendeich
"""He is as much a victim as the company is,"" Dunn said"	49	30	\WilliamKazer	\MarkBendeich
AWU negotiator Mick Eagles said the wage deal did not affect existing performance-related payments, under which workers can earn quarterly bonuses of up to about five percent of salary	36	30	\PatriciaCommins	\MarkBendeich
"The company also has the right to issue ""stabilisation notes"" to cover any unpaid interest resulting from the deal. These would be interest-free until the start of 2006 and would then pay 1.25 percent over Libor"	38	17	\PierreTran	\JoeOrtiz
The incident occurred around three weeks before Eurotunnel announced a payments freeze on its huge debts and entered into negotiations on a rescheduling resulting in a restructuring of the debt announced a year later -- a year which also saw its fair share of leaks and speculation	38	17	\PierreTran	\JoeOrtiz
Others maintained their positive stances on the Scottish bank and played down the negative impact the innovative plan would have on the rest of the retail financial services sector	2	17	\AlexanderSmith	\JoeOrtiz
The Halifax is expected to be in the top 20 companies by market capitalisation in the FTSE 100 index of blue-chip firms and is sure to threaten the Abbey's position as Britain's fifth largest publicly quoted bank	2	17	\AlexanderSmith	\JoeOrtiz
Some observers would remark that Hambros wasn't worth buying but those people are beginning to feel that Hambros' new strategy of concentrating on its core banking and investment management businesses could be the way forward	2	17	\AlexanderSmith	\JoeOrtiz
The Halifax is expected to be in the top 20 companies by market capitalisation in the FTSE 100 index of blue-chip firms and is sure to threaten the Abbey's position as Britain's fifth largest publicly-quoted bank	2	17	\AlexanderSmith	\JoeOrtiz
The long-awaited but highly complex restructuring of nearly nearly nine billion pounds of debt and unpaid interest throws the company a lifeline which could secure what is still likely to be a difficult future	2	17	\AlexanderSmith	\JoeOrtiz
The tribunal heard the SFA case, put by prominent barrister Presiley Baxendale, and questioned seven witnesses. It also took into account evidence given by Hopkins to the Singapore enquiry and to Britain's Board of Banking Supervision	2	17	\AlexanderSmith	\JoeOrtiz
This, in addition to efforts by US authorities which resulted in the recovery of more than $500 million from the United States paved the way for the first dividend payment	2	17	\AlexanderSmith	\JoeOrtiz
The Halifax is expected to be in the top 20 companies by market capitalisation in the FTSE 100 index of blue-chip firms and is sure to threaten Abbey's position as Britain's fifth-largest publicly-owned bank	2	17	\AlexanderSmith	\JoeOrtiz
They are also demanding ever increasing levels of sophistication in the products they are sold. Complicated cross-border trust structures, for example, which can earn a huge margin for the private bank concerned	14	17	\JaneMacartney	\JoeOrtiz
"""Union has lurched from crisis to crisis in the past few years,"" said one analyst who declined to be named"	14	17	\JaneMacartney	\JoeOrtiz
"The Alliance &amp; Leicester in a statement also expressed disappointment, and said areas of concern ""have still not been fully resolved.""""We will now need to move forward while carefully considering outstanding issues,"" the Alliance statement said, noting the move came in the middle of ""a long and costly conversion process"""	43	17	\ScottHillis	\JoeOrtiz
The survey, by accountancy and consulting firm Price Waterhouse, estimates the global market for these super-rich people at somewhere between $17 and $20 trillion	41	17	\SamuelPerry	\JoeOrtiz
The investigation is thought to centre on the level of unquoted securities in the fund and their valuation. These include stock in some high-tech Scandinavian companies	41	17	\SamuelPerry	\JoeOrtiz
Analysts said that under the deal, Eurotunnel's ability to finance its debt would become sustainable, at least for a few years	8	17	\EdnaFernandes	\JoeOrtiz
Horlick is waging a campaign for reinstatement or compensation from the firm from which she resigned in a blaze of publicity last week after allegations that she planned to defect and poach some of her colleagues	13	17	\JanLopatka	\JoeOrtiz
"""It will take several days, if not weeks, I should think,"" one adviser said"	13	17	\JanLopatka	\JoeOrtiz
"""Some stocks are definitely looking less compelling given the rush of blood we've seen in the New Year,"" said one"	22	17	\KevinDrawbaugh	\JoeOrtiz
But they are less happy about the competitive mortgage market which, despite an upturn, is hardly setting the world alight	1	17	\AlanCrosby	\JoeOrtiz
The sctor, which has outperformed the FTSE 100 index by around 20 percent over the past six months, has become more diverse in recent years	1	17	\AlanCrosby	\JoeOrtiz
"""It guarantees a steady income stream but it's not totally insensitive to market volumes,"" Leonard added"	1	17	\AlanCrosby	\JoeOrtiz
"""The NatWest markets business is robust and it can make returns while it is still building,"" said one analyst. ""But a revenue downturn will tend to hit the players who are building rather than those who are already established.""Currently, investment banks are enjoying generally the low-inflation, steady growth conditions seen in many major economies with an accompanying healthy amount of mergers and acquisitions activity"	11	17	\GrahamEarnshaw	\JoeOrtiz
But even so, analysts doubted existing banks will lose many accounts to Sainsbury's Bank, which is due to begin trading in the first half of next year	16	17	\JoWinterbottom	\JoeOrtiz
"UBS analyst Martin Cross said any bid premium is unjustified and points out that MAM has a lot of capital, some of which it might want to spend on expansion in the U.S. markets.  ""That could be a worry, however, as there might be a fear that MAM would be buying at the top of the market,"" Cross said"	16	17	\JoWinterbottom	\JoeOrtiz
Banking analysts said on Monday they were positive on implications for Bank of Scotland in its joint venture into supermarket banking with J Sainsbury, with one analyst even upgrading his recommendation	16	17	\JoWinterbottom	\JoeOrtiz
But the sources said the tribunal had banned Hopkins from being a registered director for three years and ordered him to pay an unspecified amount of costs	21	17	\KeithWeir	\JoeOrtiz
Finance director Jim Murray told Reuters a drop in revenue profit for the half year, to 115.5 million pounds from 118.2 million pounds the previous year, was widely expected and had been flagged in advance	21	17	\KeithWeir	\JoeOrtiz
SFO senior assistant director Chris Dickson said the judges in the current hearing were aware that, if any House of Lords hearing did not take place until next year, this would mean the papers would arrive too late to be used in Italian proceedings	18	17	\JohnMastrini	\JoeOrtiz
"At the end of his judgement Brown pointed out that, ""It is imperative to recognise, however, that none of the applicants has yet been convicted of anything and that nothing I have said should be thought to raise the least presumption of guilt against them.""He rejected all the grounds of the appeal on the basis that the Italian request was not too wide, that it was justified and that the offences in question were not ""political"""	3	17	\BenjaminKangLim	\JoeOrtiz
Berlusconi is on trial in Milan for alleged complicity in bribing tax officials for lenient audits of Fininvest companies	3	17	\BenjaminKangLim	\JoeOrtiz
At the end of the court session, Forsyth told reporters she was heading for her mother's home	3	17	\BenjaminKangLim	\JoeOrtiz
"""We'll focus on the UK personal financial services sector,"" Halifax spokesman Davis Gilchrist said. ""That's a very wide area, both on the borrowing side and, increasingly, on the savings side -- traditional savings and long-term savings."""	44	17	\SimonCowell	\JoeOrtiz
"""That's a very wide area, both on the borrowing side and, increasingly, on the savings side -- traditional savings and long-term savings.""Asked whether the expansion would be by acquisition or through organic growth, Gilchrist ruled nothing out"	44	17	\SimonCowell	\JoeOrtiz
Net lending for the year rose 44 percent to 1.9 billion pounds from 1.3 billion with its share in Britain's net mortgage lending market rising to 10 percent from eight percent. Assets grew 19 percent to 13.7 billion pounds from 11.6 billion. Net receipts from savers rose to 584 million pounds from 560 million in the previous year	44	17	\SimonCowell	\JoeOrtiz
Horlick continues to deny allegations that she was leading a breakaway group	44	17	\SimonCowell	\JoeOrtiz
Growth in rental rates would be slower than in the 1980s and because it was not across the board it was crucial to be selective in the properties and developments chosen	44	17	\SimonCowell	\JoeOrtiz
An amount of 4.0 billion pounds would remain as junior debt, paying a fixed interest rate until the end of 2003 and then reverting to 1.25 percent above the London Interbank Offered Rate	44	17	\SimonCowell	\JoeOrtiz
In November, Britain's top financial markets regulator the Securities and Investments Board (SIB) announced a new strategy to try and clear a logjam in the pensions industry's review of the mis-selling of pensions products and the payment of compensation to investors	44	17	\SimonCowell	\JoeOrtiz
"It called on the bank to ""come clean"" over its intentions. ($1=.6270 Pound)"	44	17	\SimonCowell	\JoeOrtiz
"""Reinstatement doesn't seem very likely,"" she told Reuters"	23	17	\KevinMorrison	\JoeOrtiz
"Profits rose 29 percent to 81.8 million stg from 63.6 million stg in the first half last year while cash rose to 261.6 million stg from 189.9 million at the end of March.  Asked if MAM was considering a U.S. acquisition, Stevenson said: ""The U.S. is obviously an extremely important market, it's the biggest savings market in the world but value for our shareholders is the main aim.""Stevenson said an acquisition which enhanced this value would have to be considered"	19	17	\JonathanBirt	\JoeOrtiz
The tycoon, who leads the centre-right Freedom Alliance, has also been indicted in another case in which he is charged with illegal party funding	29	17	\MarcelMichelson	\JoeOrtiz
Of this, a sizeable amount, probably between $4 and $6 trillion is estimated to be in Europe, both in domestic markets and offshore	42	17	\SarahDavison	\JoeOrtiz
Securities firms contacted by Reuters on Monday said they had received no approach from the SFO and did not expect to do so. They all said they would co-operate fully if they were approached	27	17	\LynneO'Donnell	\JoeOrtiz
In the good times, when markets are booming and mergers and acquisitions on a roll, investment banks rake in profits as if there is no tomorrow and the participants get paid huge bonuses	47	17	\TimFarrand	\JoeOrtiz
"""Sometimes it gets difficult to keep continuity and things can start to fall apart,"" said one analyst. ""I would class this appointment as continuity, so that's good."""	4	17	\BernardHickey	\JoeOrtiz
"It says Horlick, having been promoted to the rank of managing director, was suspended just days later for ""soliciting staff"" to join a rival firm and then resigned her position"	4	17	\BernardHickey	\JoeOrtiz
Small bankers also oppose the plan, which could lead to further consolidation and concentration in the banking industry, lobbyists said	2	0	\AlexanderSmith	\AaronPressman
Banks said the law on its face is more burdensome to banks than to others selling insurance.  For example, bank personnel involved in teller activities or making loans would be restricted from selling insurance, forcing banks to have two different sales forces, McIntyre said	10	0	\FumikoFujisaki	\AaronPressman
Securities firms, however, were not pleased	10	0	\FumikoFujisaki	\AaronPressman
Under existing law, mutual funds, insurance companies and savings and loans can combine with so-called commercial firms while banks cannot	10	0	\FumikoFujisaki	\AaronPressman
The full committee will hold hearings on the bill and any related legislation in early March, Leach said	43	0	\ScottHillis	\AaronPressman
"The battle is not completely hopeless. ""You can secure a web site,"" Richard Power said. ""There's all kinds of measures you can take. Most corporations and institutions don't take them simply because nothing bad has happened to them yet.""Some sites are using multiple layers of security, well beyond simple password protection, to keep hackers out"	37	0	\PeterHumphrey	\AaronPressman
All challenges and proposed decisions would be made public and time allowed for comment before a final decision was rendered	37	0	\PeterHumphrey	\AaronPressman
"""Both bills promote the freedom of this nation's fastest-growing industry to provide customers here and abroad with products they demand,"" said Robert Holleyman, president of the Business Software Alliance. The group includes Microsoft Corp., International Business Machines Corp.'s Lotus Development and Apple Computer Inc., among others"	25	0	\KouroshKarimkhany	\AaronPressman
"Encryption scrambles information, such as a credit card number, while in transit so that it can be read only by the intended recipient using a password or a software ""key.""""The bad news is that, unless you encrypt your information, it's very easy for electronic eavesdroppers to have a look at what you're transmitting,"" said Brad Silverberg, senior vice president at Microsoft Corp., a Hewlett-Packard partner in the new encryption framework"	41	0	\SamuelPerry	\AaronPressman
"The access charges, which make up a substantial portion of local phone company revenues, were adopted after the break-up of AT&amp;T Corp. in 1984 that led to the creation of the regional ""Baby Bell"" local service companies"	35	0	\NickLouth	\AaronPressman
If a bankruptcy or market crash cannot be contained, it could behave like a chain reaction spreading through all markets, he warned	8	0	\EdnaFernandes	\AaronPressman
Eric Goulian, a lawyer for the Justice Department, denied the agency had acted improperly and said the new rules were a response to emergency conditions	40	0	\RogerFillion	\AaronPressman
The unanimous decision put the central bank's board in the unusual position of being at the center of a national debate about how best to discourage discrimination	13	0	\JanLopatka	\AaronPressman
Rep Gonzalez is likely to raise questions about the possible risks to federal deposit insurance funds, some lobbyists said. Gonzalez has said conglomerate combinations should have limited access to deposit insurance	26	0	\LydiaZajc	\AaronPressman
The company responded that its P-TRAK product no longer provided social security numbers and never contained maiden names. But it withdrew the names of thousands of individuals that asked to be deleted	24	0	\KirstinRidley	\AaronPressman
"""There's tremendous momentum building. Maybe it won't be in 1997 but certainly within the 105th,"" he said"	11	0	\GrahamEarnshaw	\AaronPressman
One site mentioned by Windows Magazine was Fidelity Investments. Fidelity's site advertises its mutual funds and disseminates information about personal finance but does not contain confidential customer information	6	0	\DarrenSchuettler	\AaronPressman
The agents added that an override would be premature. Although the law was enacted in August, the state has not finished writing the implementing regulations	3	0	\BenjaminKangLim	\AaronPressman
"""Sales of secondary lines at Bell Atlantic increased more than 50 percent, fuelled by surging demand for Internet and telecommuting applications,"" company Chief Executive Raymond Smith told Wall Street analysts last March"	31	0	\MartinWolk	\AaronPressman
"Cylink Corp is developing a system for the Post Office to use to verify the identity of e-mail senders. The system will enable people to register a digital ""signature"" with the Post Office that can be compared against electronic mail they send"	31	0	\MartinWolk	\AaronPressman
"A top priority of regulators, Greenspan said after a speech at a Federal Reserve Bank of Atlanta conference here, is to prevent ""systemic risk,"" where a problem in one firm or market spreads through the financial system and ultimately undermines the entire economy"	5	0	\BradDorfman	\AaronPressman
"Mutual funds have been ""knee-deep in affiliations"" and ""they've never proved a problem in 57 years,"" said Matt Fink, president of the Investment Company Institute"	42	0	\SarahDavison	\AaronPressman
"""Legislation is needed but I think this is a constructive step and it is appropriate for us to interpret the existing legislation,"" Governor Susan Phillips said"	42	0	\SarahDavison	\AaronPressman
But the commission also asked for comments about the effect of the Internet on the phone system	46	0	\TheresePoletti	\AaronPressman
"Buyers and sellers on the Internet can be in different states or even different countries, complicating the task of collecting tax at the ""source"" of a transaction"	39	0	\RobinSidel	\AaronPressman
"In another case, a journalist tweaked McDonald's Corp. by registering ""mcdonalds.com"" before the fast-food giant did and before the Web had attained its current prominence. The address now belongs to McDonald's"	36	0	\PatriciaCommins	\AaronPressman
The analysts said the market, which has sometimes been critical of the big deals and the big calls on the market, would welcome the comments	2	4	\AlexanderSmith	\BernardHickey
Their entry into the market has dragged the big banks' home loan margins down from over 300 basis points last year to just over 200 points now	10	4	\FumikoFujisaki	\BernardHickey
